item_id	name	birthdate	birthplace	jobtitle	roles	gender
nm0520188	Robert Lopez	1975-02-23	New York City, New York, USA	Soundtrack/Composer/Music Department	 Soundtrack:47 Composer:12 Music department:8 Actor:5 Writer:3 Thanks:2 Self:21	M
nm0818525	Dennis Spiegel	1975-02-23	NA	Music Department/Soundtrack	 Music department:3 Soundtrack:16	M
nm1214289	Pharrell Williams	1973-04-05	Virginia Beach, Virginia, USA	Soundtrack/Composer/Actor	 Soundtrack:378 Composer:52 Actor:48 Producer:13 Music department:13 Thanks:5 Self:199 Archive footage:26	M
nm1760393	Karen O	1978-11-22	South Korea	Soundtrack/Composer/Actress	 Soundtrack:38 Composer:7 Actress:4 Music department:3 Self:18	F
nm1888527	Steven Price	1977-04-22	Nottingham, England, UK	Music Department/Composer/Soundtrack	 Music department:40 Composer:21 Soundtrack:4 Self:4	M
nm1372622	Will Butler	1982-10-06	The Woodlands, Texas, USA	Soundtrack/Composer/Actor	 Soundtrack:13 Composer:6 Actor:3 Self:7	M
nm2564754	Owen Pallett	1982-10-06	NA	Composer/Actor/Music Department	 Composer:10 Actor:4 Music department:2 Soundtrack:2 Self:5	M
nm1866364	Niv Adiri	1982-10-06	NA	Sound Department/Music Department	 Sound department:72 Music department:6	NA
nm1666163	Christopher Benstead	1982-10-06	NA	Music Department/Soundtrack/Sound Department	 Music department:39 Soundtrack:3 Sound department:4	NA
nm0121006	Chris Burdon	1982-10-06	NA	Sound Department/Editorial Department	 Sound department:107	NA
nm0852837	Mark Taylor	1966-12-01	Farnborough, Kent, England, UK	Sound/ /Department	 Sound department:93 Self:3	M
nm0696523	Mike Prestwood Smith	1966-12-01	NA	Sound Department/Composer	 Sound department:122 Composer:4 Self:2	NA
nm0468701	Andy Koyama	1962-04-18	NA	Sound Department/Music Department	 Sound department:139	M
nm0003311	Beau Borders	1962-04-18	NA	Sound Department/Actor/Camera and Electrical Department	 Sound department:105	M
nm0115244	David Brownlow	1962-04-18	NA	Sound Department/Camera and Electrical Department/Actor	 Sound department:97 Camera and Electrical Department:3 Self:2	M
nm0006655	Steve Boeddeker	1962-04-18	NA	Sound Department/Soundtrack/Composer	 Sound department:93 Soundtrack:5 Thanks:4 Self:4	M
nm0850549	Oliver Tarney	1962-04-18	NA	Sound/ /Department	 Sound department:57 Self:2	NA
nm0121151	Brent Burge	1962-04-18	NA	Sound/ /Department	 Sound department:55 Self:8	NA
nm0911446	Chris Ward	1962-04-18	NA	Sound Department/Executive	 Sound department:53 Self:4	NA
nm1165856	Chris Lawrence	1962-04-18	NA	Visual Effects/Miscellaneous Crew	 Visual effects:16 Self:4	NA
nm1874068	David Shirk	1962-04-18	NA	Visual Effects/Animation Department	 Visual effects:13 Animation department:3	NA
nm0870102	Christopher Townsend	1962-04-18	NA	Visual effects	 Visual effects:28 Self:12	NA
nm0875604	Patrick Tubach	1962-04-18	NA	Visual effects	 Visual effects:49 Self:7	M
nm0721708	Eric Reynolds	1962-04-18	NA	Visual Effects/Animation Department	 Visual effects:19 Animation department:3 Self:5	NA
nm0018780	Tim Alexander	1962-04-18	NA	Visual effects	 Visual effects:29 Self:5	NA
nm1819614	Gary Brozenich	1962-04-18	NA	Visual effects	 Visual effects:16 Self:4	NA
nm0930510	Edson Williams	1966-10-30	Anchorage, Alaska, USA	Visual Effects/Special Effects/Producer	 Visual effects:175 Special effects:2 Self:3	M
nm5793837	Laurent Witz	1966-10-30	NA	Producer/Director/Writer	 Producer:5 Director:2 Self:2	NA
nm3115348	Alexandre Espigares	1966-10-30	NA	Animation Department/Visual Effects/Director	 Animation department:12 Visual effects:5 Director:2 Self:2	NA
nm1009789	Daniel Sousa	1966-10-30	NA	Animation Department/Director/Art Department	 Animation department:7 Director:4 Producer:2 Cinematographer:2 Self:2	NA
nm3196711	Dan Golden	1966-10-30	NA	Composer/Producer/Sound Department	 Composer:4	NA
nm0534041	Lauren MacMullan	1964-04-30	Boston, Massachusetts, USA	Director/Art Department/Animation Department	 Director:7 Art department:4 Animation department:8 Writer:2 Miscellaneous Crew:2 Self:2	F
nm1545668	Dorothy McKim	1964-04-30	NA	Production Manager/Producer/Miscellaneous Crew	 Production manager:10 Producer:8 Miscellaneous Crew:6 Thanks:4 Self:2	F
nm1557215	Shûhei Morita	1964-04-30	NA	Director/Writer/Visual Effects	 Director:9 Writer:2 Visual effects:2 Animation department:2 Art department:2 Self:3	NA
nm3936610	Jan Lachauer	1964-04-30	Munich, Bavaria, Germany	Director/Writer/Editorial Department	 Director:3 Writer:2 Editorial department:2 Self:2	M
nm2225334	Anders Walter	1978-02-05	Århus, Denmark	Writer/Director/Visual Effects	 Writer:4 Director:5 Visual effects:2 Self:6	M
nm1437990	Selma Vilhunen	1978-02-05	NA	Director/Writer/Cinematographer	 Director:17 Writer:15 Cinematographer:8 Editor:4 Actress:3 Miscellaneous Crew:3 Sound department:2 Self:7	F
nm2798718	Kirsikka Saari	1973-12-06	Helsinki, Finland	Writer/Director/Actress	 Writer:11 Director:5 Actress:4 Miscellaneous Crew:2	F
nm0499488	Xavier Legrand	1973-12-06	France	Actor/Director/Writer	 Actor:8 Director:2 Writer:2 Self:8	M
nm0308009	Alexandre Gavras	1969-08-23	Paris, France	Actor/Producer/Director	 Actor:7 Producer:6 Director:2 Writer:2 Second Unit Director or Assistant Director:2 Self:2	M
nm1878916	Esteban Crespo	1971-06-10	Madrid, Madrid, Spain	Director/Writer/Producer	 Director:9 Writer:8 Producer:4 Thanks:5 Self:9	M
nm4317210	Mark Gill	1971-06-10	NA	Director/Writer/Miscellaneous Crew	 Director:3 Writer:3 Miscellaneous Crew:2 Self:2	M
nm3172989	Baldwin Li	1971-06-10	NA	Producer/Sound Department/Composer	 Producer:5 Sound department:5 Composer:2 Editor:2 Self:2	NA
nm3760504	Nick Reed	1971-06-10	NA	Producer/Executive/Manager	 Producer:23 Self:2	NA
nm5366058	Jeffrey Karoff	1954-09-06	NA	Director/Producer	 Self:3	M
nm0169474	Jason Cohen	1954-09-06	NA	Producer/Director/Writer	 Producer:9 Director:3 Writer:3 Sound department:2 Self:4	NA
nm5390809	Sara Ishaq	1954-09-06	NA	Director/Writer/Editor	 Director:2 Writer:2 Editor:2 Producer:2 Self:3	NA
nm4767836	Edgar Barens	1954-09-06	NA	Cinematographer/Producer/Director	 Cinematographer:2 Producer:2 Self:2	NA
nm1365879	Morgan Neville	1967-10-10	Los Angeles, California, USA	Producer/Director/Writer	 Producer:37 Director:25 Writer:15 Camera and Electrical Department:6 Thanks:2 Self:7	M
nm0295648	Gil Friesen	1937-03-19	Pasadena, California, USA	Producer/Miscellaneous Crew	 Producer:9 Self:4	M
nm2868934	Caitrin Rogers	1937-03-19	NA	Producer/Editorial Department/Production Manager	 Producer:7 Editorial department:2 Self:2	NA
nm2784978	Zachary Heinzerling	1937-03-19	NA	Producer/Director/Cinematographer	 Producer:8 Director:4 Cinematographer:4 Writer:3 Camera and Electrical Department:3 Self:2	NA
nm0212990	Lydia Dean Pilcher	1937-03-19	NA	Producer/Location Management/Production Manager	 Producer:41 Location management:7 Production manager:6 Director:3 Second Unit Director or Assistant Director:3 Thanks:3 Self:3	NA
nm0746823	Rick Rowley	1937-03-19	NA	Cinematographer/Producer/Director	 Cinematographer:16 Producer:9 Director:10 Writer:2 Editor:7 Camera and Electrical Department:4 Thanks:2 Self:3	NA
nm1568139	Jeremy Scahill	1937-03-19	NA	Producer/Writer/Director	 Producer:4 Writer:2 Thanks:4 Self:19 Archive footage:3	NA
nm1484791	Joshua Oppenheimer	1974-09-23	Texas, USA	Director/Producer/Cinematographer	 Director:15 Producer:7 Cinematographer:4 Editor:3 Editorial department:2 Thanks:5 Self:13	M
nm1718147	Signe Byrge Sørensen	1974-09-23	NA	Producer/Director/Actress	 Producer:43 Director:2 Thanks:3 Self:4	F
nm0636675	Jehane Noujaim	1974-05-17	Cairo, Egypt	Director/Cinematographer/Producer	 Director:10 Cinematographer:6 Producer:6 Camera and Electrical Department:3 Self:11	F
nm5255757	Karim Amer	1974-05-17	NA	Producer/Director/Writer	 Producer:8 Director:2 Self:3	NA
nm1601644	Jennifer Lee	1971-10-22	Barrington. Rhode Island, USA	Writer/Producer/Miscellaneous Crew	 Writer:10 Producer:5 Miscellaneous Crew:4 Director:3 Thanks:2 Self:9	F
nm1275326	Peter Del Vecho	1958-04-06	Quincy, Massachusetts, USA	Producer/Miscellaneous Crew/Actor	 Producer:7 Miscellaneous Crew:5 Thanks:6 Self:7	M
nm1853544	Pierre Coffin	1967-03-15	France	Actor/Director/Producer	 Actor:24 Director:8 Producer:9 Writer:3 Soundtrack:2 Animation department:2 Thanks:2 Self:5	M
nm0577560	Christopher Meledandri	1967-03-15	NA	Producer/Writer/Miscellaneous Crew	 Producer:57 Writer:2 Thanks:2 Self:5	NA
nm2883649	Benjamin Renner	1967-03-15	NA	Director/Animation Department/Writer	 Director:3 Animation department:3 Self:3	NA
nm0116369	Didier Brunner	1967-03-15	NA	Producer/Miscellaneous Crew	 Producer:33 Thanks:2 Self:2	NA
nm0210320	Kirk DeMicco	1969-05-15	Wyckoff, New Jersey, USA	Writer/Director/Soundtrack	 Writer:7 Director:3 Soundtrack:3 Producer:2 Miscellaneous Crew:2 Thanks:2 Self:5	M
nm0069549	Kristine Belson	1969-05-15	NA	Producer/Miscellaneous Crew/Executive	 Producer:6 Thanks:2 Self:2	NA
nm0840699	Toshio Suzuki	1948-08-19	Nagoya, Japan	Producer/Miscellaneous Crew/Actor	 Producer:32 Miscellaneous Crew:6 Actor:4 Writer:2 Thanks:2 Self:20	M
nm0971956	John Lesher	1948-08-19	NA	Producer/Executive	 Producer:12 Thanks:15 Self:7	NA
nm0804739	James W. Skotchdopole	1948-08-19	NA	Second Unit Director or Assistant Director/Producer/Miscellaneous Crew	 Second Unit Director or Assistant Director:28 Producer:26 Miscellaneous Crew:9 Production manager:4 Thanks:6 Self:4	NA
nm0493662	Andrew Lazar	1948-08-19	NA	Producer/Executive	 Producer:29 Thanks:3 Self:8	M
nm0604950	Peter Morgan	1948-08-19	NA	Producer/Miscellaneous Crew	 Producer:14 Self:2	M
nm0840060	Cathleen Sutherland	1948-08-19	NA	Producer/Actress/Production Manager	 Producer:3 Self:2	F
nm2262509	Steven Rales	1948-08-19	NA	Producer/Actor/Executive	 Producer:17	M
nm0206154	Jeremy Dawson	1948-08-19	NA	Producer/Visual Effects/Miscellaneous Crew	 Producer:13 Visual effects:11 Miscellaneous Crew:7 Thanks:4 Self:3	NA
nm3860486	Nora Grossman	1948-08-19	NA	Producer/Miscellaneous Crew	 Producer:2 Self:2	NA
nm1755470	Ido Ostrowsky	1948-08-19	NA	Producer/Miscellaneous Crew	 Producer:2 Self:2	NA
nm3267061	Teddy Schwarzman	1979-05-29	New York City, New York, USA	Producer/Executive	 Producer:16 Self:2	M
nm0115537	Lisa Bruce	1979-05-29	NA	Producer/Production Manager	 Producer:18 Production manager:2 Thanks:2 Self:4	NA
nm0565026	Anthony McCarten	1979-05-29	NA	Writer/Producer/Director	 Writer:12 Producer:4 Director:2 Self:4	NA
nm0089658	Jason Blum	1969-02-20	Los Angeles, California, USA	Producer/Executive	 Producer:140 Thanks:7 Self:15	NA
nm2615685	Helen Estabrook	1969-02-20	NA	Producer/Miscellaneous Crew/Director	 Producer:12 Miscellaneous Crew:2 Thanks:2 Self:4	NA
nm0484123	David Lancaster	1969-02-20	NA	Producer/Second Unit Director or Assistant Director	 Producer:47 Self:6	NA
nm1519666	Eddie Redmayne	1982-01-06	London, England, UK	Actor/Soundtrack	 Actor:31 Soundtrack:2 Self:112 Archive footage:15	M
nm1212722	Benedict Cumberbatch	1976-07-19	Hammersmith, London, England, UK	Actor/Producer/Soundtrack	 Actor:76 Producer:6 Soundtrack:2 Miscellaneous Crew:2 Self:128 Archive footage:23	M
nm0000474	Michael Keaton	1951-09-05	Coraopolis, Pennsylvania, USA	Actor/Producer/Soundtrack	 Actor:79 Producer:3 Soundtrack:3 Thanks:3 Self:124 Archive footage:34	M
nm0136797	Steve Carell	1962-08-16	Concord, Massachusetts, USA	Actor/Producer/Writer	 Actor:72 Producer:11 Writer:7 Soundtrack:12 Director:2 Thanks:3 Self:214 Archive footage:25	M
nm0428065	Felicity Jones	1983-10-17	Birmingham, West Midlands, England, UK	Actress/Producer	 Actress:41 Self:74 Archive footage:13	F
nm0683253	Rosamund Pike	1979-01-27	Hammersmith, London, England, UK	Actress/Soundtrack	 Actress:49 Thanks:6 Self:79 Archive footage:9	F
nm0799777	J.K. Simmons	1955-01-09	Grosse Pointe, Michigan, USA	Actor/Soundtrack	 Actor:189 Soundtrack:2 Thanks:3 Self:77 Archive footage:8	M
nm0000099	Patricia Arquette	1968-04-08	Chicago, Illinois, USA	Actress/Director/Soundtrack	 Actress:64 Soundtrack:2 Thanks:2 Self:114 Archive footage:14	F
nm1297015	Emma Stone	1988-11-06	Scottsdale, Arizona, USA	Actress/Producer/Soundtrack	 Actress:43 Producer:2 Soundtrack:4 Self:118 Archive footage:16	F
nm0878763	Morten Tyldum	1967-05-19	Bergen, Norway	Director/Producer/Editor	 Director:19 Producer:4 Thanks:2 Self:10	M
nm1481172	Nicolás Giacobone	1967-05-19	NA	Writer/Producer/Editorial Department	 Writer:6 Producer:2 Self:3	NA
nm5409486	Alexander Dinelaris	1967-05-19	NA	Producer/Writer/Director	 Producer:3 Thanks:2 Self:2	NA
nm3174584	Armando Bo	1967-05-19	NA	Writer/Director/Producer	 Writer:6 Director:5 Producer:4 Self:5	NA
nm0296861	E. Max Frye	1967-05-19	NA	Writer/Producer/Miscellaneous Crew	 Writer:10 Miscellaneous Crew:2 Thanks:5	M
nm0319659	Dan Gilroy	1959-06-24	Santa Monica, California, USA	Writer/Director/Producer	 Writer:12 Director:3 Self:11	M
nm2450453	Hugo Guinness	1959-09-12	London, England, UK	Actor/Art Department/Writer	 Actor:2 Art department:2 Self:2	M
nm2441699	Graham Moore	1981-10-18	Chicago, Illinois, USA	Writer/Producer/Director	 Writer:4 Producer:3 Self:3	M
nm0355699	Jason Hall	1972-04-28	Lake Arrowhead, California, USA	Actor/Writer/Producer	 Actor:14 Writer:4 Producer:4 Self:12	M
nm3227090	Damien Chazelle	1985-01-19	Providence, Rhode Island, USA	Writer/Director/Producer	 Writer:8 Director:6 Producer:5 Cinematographer:2 Soundtrack:2 Thanks:4 Self:38	M
nm2617994	Lukasz Zal	1981-06-24	Koszalin, Zachodniopomorskie, Poland	Camera and Electrical Department/Cinematographer/Director	 Camera and Electrical Department:2 Cinematographer:14 Self:2	NA
nm0501755	Ryszard Lenczewski	1948-06-05	Milków, Dolnoslaskie, Poland	Cinematographer/Camera and Electrical Department/Miscellaneous Crew	 Cinematographer:57 Camera and Electrical Department:4 Miscellaneous Crew:15 Self:3	M
nm0005934	Robert D. Yeoman	1951-03-10	Philadelphia, Pennsylvania, USA	Cinematographer/Camera and Electrical Department/Producer	 Cinematographer:57 Camera and Electrical Department:15 Thanks:6 Self:5	M
nm0189285	Tom Cross	1951-03-10	NA	Editorial Department/Editor/Actor	 Editorial department:22 Editor:18 Actor:2 Thanks:7 Self:4	M
nm0730013	Gary Roach	1951-03-10	NA	Editor/Editorial Department	 Editor:22 Editorial department:12 Thanks:4 Self:2	NA
nm0010471	Sandra Adair	1951-03-10	Carlsbad, New Mexico, USA	Editor/Editorial Department/Producer	 Editor:39 Editorial department:15 Producer:4 Self:5	F
nm1306189	Barney Pilling	1951-03-10	NA	Editor/Editorial Department/Location Management	 Editor:25 Self:2	NA
nm0203990	Suzie Davies	1951-03-10	NA	Production Designer/Art Department	 Production designer:18 Art department:11 Self:3	NA
nm0915117	Charlotte Dirickx	1951-03-10	NA	Set Decorator/Art Department/Art Director	 Set decorator:25 Art department:15 Art director:4 Production designer:3 Miscellaneous Crew:2	NA
nm0229319	Maria Djurkovic	1951-03-10	NA	Production Designer/Art Department/Set Decorator	 Production designer:33 Self:6	NA
nm0526248	Tatiana Macdonald	1951-03-10	NA	Set Decorator/Art Director/Art Department	 Set decorator:13 Art director:4 Art department:3	NA
nm0360470	Frances Hannon	1951-03-10	NA	Make-Up/ /Department	 Makeup Department:51 Thanks:2 Self:7	NA
nm0509187	Dennis Liddiard	1951-03-10	NA	Make-Up Department/Actor	 Makeup Department:74	M
nm0947958	Elizabeth Yianni-Georgiou	1951-03-10	NA	Make-Up Department/Producer	 Makeup Department:68 Producer:2	NA
nm0924675	David White	1951-03-10	NA	Make-Up Department/Special Effects/Miscellaneous Crew	 Makeup Department:37 Special effects:4 Miscellaneous Crew:2 Self:6	NA
nm0996669	Common	1972-03-13	Chicago, Illinois, USA	Actor/Soundtrack/Producer	 Actor:65 Soundtrack:47 Producer:12 Composer:7 Music department:2 Thanks:2 Self:221 Archive footage:6	M
nm1775466	John Legend	1978-12-28	Springfield, Ohio, USA	Soundtrack/Producer/Actor	 Soundtrack:120 Producer:24 Actor:40 Composer:18 Music department:4 Thanks:3 Self:278 Archive footage:19	M
nm1353967	Gregg Alexander	1978-12-28	Gross Point, Michigan, USA	Soundtrack/Composer/Actor	 Soundtrack:48 Composer:7 Actor:2	M
nm0109815	Danielle Brisebois	1969-06-28	Brooklyn, New York, USA	Actress/Soundtrack/Composer	 Actress:25 Soundtrack:28 Composer:4 Self:25	F
nm0004794	Glen Campbell	1936-04-22	Billstown, Arkansas, USA	Soundtrack/Actor/Music Department	 Soundtrack:68 Actor:12 Music department:3 Thanks:6 Self:189 Archive footage:21	M
nm0713305	Julian Raymond	1936-04-22	NA	Soundtrack/Producer/Composer	 Soundtrack:8 Producer:3 Composer:2 Music department:2 Self:5	M
nm0666405	Shawn Patterson	1965-09-14	Athol, Massachusetts, USA	Composer/Music Department/Miscellaneous Crew	 Composer:35 Music department:8 Miscellaneous Crew:4 Soundtrack:10 Actor:3 Self:2	M
nm0947665	Gary Yershon	1954-11-02	London, England, UK	Composer/Actor/Music Department	 Composer:9 Actor:2 Music department:2	M
nm0433580	Jóhann Jóhannsson	1969-09-19	Reykjavík, Iceland	Composer/Soundtrack/Music Department	 Composer:45 Soundtrack:20 Music department:15 Director:2 Writer:2 Sound department:2 Thanks:7 Self:8	M
nm1023649	Craig Mann	1969-09-19	NA	Sound Department/Music Department	 Sound department:149 Music department:5 Self:2	M
nm0929240	Ben Wilkins	1969-09-19	NA	Sound/ /Department	 Sound department:173	M
nm1093577	Thomas Curley	1976-05-16	Troy, New York, USA	Sound Department/Miscellaneous Crew/Camera and Electrical Department	 Sound department:174 Miscellaneous Crew:4 Camera and Electrical Department:2	M
nm0852656	Jon Taylor	1976-05-16	NA	Sound Department/Soundtrack	 Sound department:143 Self:3	NA
nm0889746	Thomas Varga	1976-05-16	NA	Sound Department/Composer/Miscellaneous Crew	 Sound department:126 Composer:3 Miscellaneous Crew:2 Self:2	NA
nm0321790	Aaron Glascock	1976-05-16	NA	Sound Department/Editorial Department/Actor	 Sound department:93 Editorial department:3 Self:2	M
nm0380057	Martín Hernández	1964-06-01	Mexico City, Distrito Federal, Mexico	Sound Department/Music Department	 Sound department:69 Thanks:2 Self:4	NA
nm0134417	Jason Canovas	1964-06-01	NA	Sound Department/Editor/Producer	 Sound department:44 Editor:4 Producer:2	NA
nm0167915	Becky Sullivan	1964-06-01	NA	Sound/ /Department	 Sound department:156 Thanks:2	F
nm0214014	Andrew DeCristofaro	1964-06-01	NA	Sound/ /Department	 Sound department:128 Thanks:2	NA
nm0402843	Ian Hunter	1964-06-01	NA	Visual Effects/Director/Writer	 Visual effects:70 Director:2 Writer:2 Special effects:2 Self:8	NA
nm0279782	Scott R. Fisher	1964-06-01	NA	Special Effects/Stunts	 Special effects:46 Stunts:13 Self:5	NA
nm0216699	Dan DeLeeuw	1964-06-01	NA	Visual effects	 Visual effects:22 Self:6	NA
nm0935445	Erik Winquist	1975-01-02	Evanston, Illinois, USA	Visual Effects/Director/Writer	 Visual effects:25 Self:5	M
nm0148547	Stephane Ceretti	1973-09-24	France	Visual Effects/Producer/Director	 Visual effects:24 Producer:2 Self:3	M
nm1000834	Jonathan Fawkner	1973-09-24	NA	Visual Effects/Miscellaneous Crew	 Visual effects:31 Miscellaneous Crew:2 Self:2	NA
nm0179274	Paul Corbould	1973-09-24	NA	Special Effects/Art Department	 Special effects:60	NA
nm1022027	Lou Pecora	1973-09-24	NA	Visual effects	 Visual effects:23 Self:2	NA
nm0188963	Tim Crosbie	1973-09-24	NA	Visual Effects/Editorial Department/Director	 Visual effects:33	NA
nm0907030	Cameron Waldbauer	1973-09-24	NA	Special effects	 Special effects:36 Self:11	NA
nm2444148	Patrick Osborne	1973-09-24	NA	Writer/Animation Department/Producer	 Writer:2 Animation department:9 Director:3 Visual effects:2 Self:3	NA
nm0715534	Kristina Reed	1973-09-24	NA	Miscellaneous Crew/Visual Effects/Producer	 Miscellaneous Crew:13 Visual effects:7 Producer:6 Thanks:10	NA
nm1977837	Joris Oprins	1973-09-24	NA	Director/Writer/Producer	 Director:7 Writer:6 Producer:5 Animation department:2 Self:4	NA
nm4441366	Daisy Jacobs	1973-09-24	NA	Director/Writer/Animation Department	 Director:4 Writer:4 Animation department:4 Self:2	NA
nm6372097	Chris Hees	1973-09-24	NA	Producer/Production Manager/Miscellaneous Crew	 Producer:7	NA
nm2937142	Robert Kondo	1973-09-24	NA	Art Department/Director/Animation Department	 Art department:4 Director:2 Animation department:2 Art director:2 Producer:2 Production designer:2	NA
nm1156606	Daisuke 'Dice' Tsutsumi	1973-09-24	NA	Art Department/Director/Animation Department	 Art department:5 Director:3 Animation department:3 Producer:3 Actor:2 Writer:2 Self:4	M
nm2375389	Mat Kirkby	1973-09-24	NA	Director/Writer/Producer	 Director:8 Writer:4 Self:2	M
nm5819328	James Lucas	1973-09-24	NA	Writer/Producer	 Writer:2 Producer:2 Self:2	M
nm1729068	Oded Binnun	1973-09-24	NA	Director/Cinematographer/Writer	 Director:5 Cinematographer:5 Writer:4	NA
nm1729072	Mihal Brezis	1973-09-24	NA	Director/Writer/Editor	 Director:5 Writer:3 Editor:2	NA
nm3156269	Michael Lennox	1973-09-24	NA	Director/Cinematographer/Producer	 Director:14 Cinematographer:4 Producer:3	NA
nm3905562	Ronan Blaney	1973-09-24	NA	W/r/i/t/e/r	 Writer:8	NA
nm5130656	Wei Hu	1973-09-24	NA	Director/Writer/Editor	 Director:4 Writer:3 Editor:3	NA
nm0299676	Julien Féret	1973-09-24	NA	Actor/Producer/Second Unit Director or Assistant Director	 Actor:12 Producer:9 Second Unit Director or Assistant Director:5	M
nm4422449	Talkhon Hamzavi	1973-09-24	NA	Miscellaneous Crew/Director/Writer	 Miscellaneous Crew:2	NA
nm3022531	Stefan Eichenberger	1973-09-24	Aarau, Kanton Aargau, Switzerland	Producer/Director/Writer	 Producer:10	M
nm0329651	Ellen Goosenberg Kent	1973-09-24	NA	Producer/Director/Second Unit Director or Assistant Director	 Producer:20 Director:19	NA
nm0675017	Dana Heinz Perry	1973-09-24	NA	Producer/Director/Camera and Electrical Department	 Producer:10 Director:6 Thanks:2 Self:2	NA
nm5098826	Aneta Kopacz	1973-09-24	NA	Director/Writer/Editor	 Director:2	NA
nm4724948	Tomasz Sliwinski	1973-09-24	NA	Director/Writer/Cinematographer	 Director:2 Writer:2 Cinematographer:2 Editor:2 Self:2	NA
nm0805751	Maciej Slesicki	1973-09-24	Warsaw, Mazowieckie, Poland	Producer/Director/Writer	 Producer:35 Director:10 Writer:9 Miscellaneous Crew:9 Self:3	M
nm4717581	Gabriel Serra	1973-09-24	NA	Cinematographer/Camera and Electrical Department/Director	 Cinematographer:7 Camera and Electrical Department:2	NA
nm2650005	Christian Jensen	1973-09-24	NA	Editor/Cinematographer/Director	 Editor:11 Cinematographer:10 Director:8 Sound department:5 Producer:7 Writer:5 Camera and Electrical Department:3 Miscellaneous Crew:2 Actor:2	M
nm0094850	Mathilde Bonnefoy	1972-03-11	Paris, France	Editor/Director/Editorial Department	 Editor:21 Director:5 Editorial department:3 Producer:3 Writer:2 Camera and Electrical Department:2 Thanks:5 Self:5	F
nm0934406	Dirk Wilutzky	1965-02-02	Herleshausen, Hesse, Germany	Production Manager/Producer/Cinematographer	 Production manager:7 Producer:8 Cinematographer:3 Self:2	M
nm5525244	John Maloof	1965-02-02	NA	Director/Writer/Cinematographer	 Self:2	NA
nm0803020	Charlie Siskel	1965-02-02	NA	Producer/Writer/Director	 Producer:18 Writer:6 Director:2 Self:4	NA
nm0448311	Rory Kennedy	1968-12-12	Washington, District of Columbia, USA	Producer/Director/Writer	 Producer:41 Director:19 Thanks:3 Self:10	F
nm2222778	Keven McAlester	1968-12-12	NA	Producer/Director/Writer	 Producer:8 Director:3 Writer:3 Thanks:2 Self:2	NA
nm2081382	Juliano Ribeiro Salgado	1968-12-12	NA	Director/Writer/Cinematographer	 Director:3 Writer:2 Self:8	NA
nm6514669	David Rosier	1968-12-12	NA	Producer/Writer	 Producer:2 Writer:2 Self:2	NA
nm3915542	Orlando von Einsiedel	1968-12-12	NA	Director/Producer/Writer	 Director:17 Producer:11 Writer:2 Thanks:2 Self:5	M
nm3319085	Joanna Natasegara	1968-12-12	NA	Producer/Director/Writer	 Producer:8 Director:4 Writer:2 Self:4	NA
nm2320658	Don Hall	1969-03-08	Glenwood, Iowa, USA	Writer/Animation Department/Director	 Writer:7 Animation department:5 Director:4 Actor:3 Miscellaneous Crew:3 Thanks:2 Self:6	M
nm0174807	Roy Conli	1969-03-08	NA	Producer/Miscellaneous Crew/Actor	 Producer:8 Miscellaneous Crew:3 Actor:2 Thanks:5 Self:7	M
nm0036366	Bonnie Arnold	1969-03-08	NA	Producer/Miscellaneous Crew/Production Manager	 Producer:14 Miscellaneous Crew:7 Production manager:2 Thanks:2 Self:7	NA
nm2727721	Paul Young	1969-03-08	NA	Producer/Writer/Miscellaneous Crew	 Producer:11 Actor:5 Self:2	M
nm0820934	Anthony Stacchi	1969-03-08	NA	Director/Animation Department/Visual Effects	 Director:4 Animation department:4 Visual effects:6 Art department:3 Writer:3 Thanks:2 Self:4	NA
nm0030253	Graham Annable	1969-03-08	NA	Animation Department/Director/Art Department	 Animation department:18 Director:4 Art department:3 Writer:2 Self:6	NA
nm1325899	Travis Knight	1973-09-13	Hillsboro, Oregon, USA	Animation Department/Producer/Director	 Animation department:10 Producer:5 Director:2 Self:11	M
nm0847223	Isao Takahata	1935-10-29	Ise, Mie, Japan	Director/Writer/Producer	 Director:28 Writer:11 Producer:3 Art department:2 Second Unit Director or Assistant Director:2 Thanks:4 Self:7	M
nm2052679	Yoshiaki Nishimura	1935-10-29	NA	Producer/Miscellaneous Crew	 Producer:5 Self:3	NA
nm0837386	Michael Sugar	1935-10-29	NA	Producer/Manager/Actor	 Producer:21 Actor:3 Thanks:3 Self:2	M
nm2140746	Nicole Rocklin	1979-08-29	NA	P/r/o/d/u/c/e/r	 Producer:4 Self:2	F
nm1421308	Blye Pagon Faust	1979-08-29	NA	Producer/Actress/Location Management	 Actress:4	F
nm0686887	Marc Platt	1957-04-14	Pikesville, Maryland, USA	Producer/Actor/Executive	 Producer:63 Thanks:4 Self:19	M
nm1069736	Kristie Macosko Krieger	1957-04-14	NA	Miscellaneous Crew/Producer/Executive	 Miscellaneous Crew:24 Producer:10 Thanks:59 Self:7	M
nm0347384	Ed Guiney	1957-04-14	NA	Producer/Executive	 Producer:50 Thanks:4 Self:6	NA
nm1334526	Simon Kinberg	1973-08-02	London, England, UK	Producer/Writer/Director	 Producer:38 Writer:17 Director:2 Second Unit Director or Assistant Director:2 Miscellaneous Crew:2 Thanks:6 Self:45	M
nm0769644	Michael Schaefer	1973-08-02	NA	Producer/Second Unit Director or Assistant Director/Miscellaneous Crew	 Producer:20 Second Unit Director or Assistant Director:2 Miscellaneous Crew:8	NA
