"","縣市","姓名","金額","描述","link","選舉","推薦政黨","當選註記","count"
"266","基隆市","林旻勳",252081,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報7筆。總金額為252081元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1CHiIWPPoPUUSxH6RGCtqcGBcECAXuoHn7qN7ZNaa5Vo/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",3
"267","基隆市","蘇仁和",801937,"宣傳支出中，有標示廣告看板支出細項，「製作宣傳廣告支出」相關共申報4筆。總金額為801937元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1EpmOJz5uI4-94RhVHWqBVNiikYEl7oD3TSPmXrAiQYs/edit?usp=sharing","2018 議員","民主進步黨","*",1
"268","基隆市","張耿輝",440566,"宣傳支出中，有標示廣告看板支出細項，共申報2筆。總金額為440566元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1Fjknps6nxvFufgDD_TYeu_VKVu37q68Tfjrj6dmSsXM/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",1
"269","基隆市","張美瓊",212594,"宣傳支出中，有標示廣告看板支出細項，共申報6筆。總金額為212594元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1Q-uqdoprNHg72vg_ABC0wqwkGn93RPGe6iWPhQth_A4/edit?usp=sharing","2018 議員","民主進步黨",NA,1
"270","嘉義縣","黃芳蘭",256138,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為256138元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1Aj9d0fzXd579kWdYIiCFB1mdiJlFSeC9c5bfjaraaFo/edit?usp=sharing","2018 議員","民主進步黨","*",3
"271","南投縣","蔡銘軒",19445,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報2筆。總金額為19445元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1M4UD-_3EKRe8LLlLobyxzTonb004IrGsZm_FI-ARrOA/edit?usp=sharing","2018 議員","民主進步黨","*",5
"272","南投縣","蔡宗智",370700,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報4筆。總金額為370700元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1LpQuH4VFisNRg-tkBbgP8S1hPZjkp1fccEfZpBSRqQk/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",1
"273","南投縣","曾振炎",21000,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為21000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/140VNEJyhUTe3UChZMsFIPGqAHmky_IbKifNLxBIsQXM/edit?usp=sharing","2018 議員","中國國民黨","*",1
"274","南投縣","陳宜君",230414,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報8筆。總金額為230414元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1URtEjXHSTxZxFrvzltCu7d-meQDxBnMVArZrn0Tmn1I/edit?usp=sharing","2018 議員","民主進步黨","*",1
"275","南投縣","陳玉鈴",288600,"宣傳支出中，未明確標示廣告看板支出細項，共申報3筆。總金額為288600元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1wgH9k3t6Uew44jzMup4Aqyt4Ec47v7Zjn5-bpqndTCc/edit?usp=sharing","2018 議員","民主進步黨",NA,1
"276","南投縣","洪巧娟",2e+05,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為200000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/19IpD1QOPPtp0nSPONekIB1WygldYukzK0Jfti5XE5h8/edit?usp=sharing","2018 議員","民主進步黨",NA,9
"277","南投縣","簡賜勝",726000,"宣傳支出中，有標示廣告看板支出細項，共申報19筆。總金額為726000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1Z2ivEC7-z8HAK_tTwjJj8W7E3Y5R5SlEtHllZYoPif4/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",10
"278","南投縣","簡峻庭",132548,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報3筆。總金額為132548元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1mL3EM7FwAvdBnUciyIWoBCq77GjNZ9M_7CB7QCWrLCM/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",7
"279","南投縣","林芳伃",15229,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報3筆。總金額為15229元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/11O-RO7uDHM6W0X4aBjD5HAvgB-GlOl3QdsZR8IUGwuI/edit?usp=sharing","2018 議員","中國國民黨","*",1
"280","南投縣","張永輝",169400,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報13筆。總金額為169400元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1A_k4UQKybR5zLRjLtyjfk6YzFFlEhbW_wa5tIqREYXc/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",1
"281","南投縣","張志銘",316343,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報2筆。總金額為316343元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/16YyOO3bodkkfyBGPuPOrVUNOD5Em_E1aLM0Tep1wfEY/edit?usp=sharing","2018 議員","民主進步黨",NA,1
"282","南投縣","洪國浩",1237386,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報27筆。總金額為1237386元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1L4pR5CVQAxy6osO4rRzwVvgvin5aouq-4idAvtKz3us/edit?usp=sharing","2018 縣市長","民主進步黨",NA,11
"283","南投縣","林明溱",1910000,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」相關共申報12筆。總金額為1910000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1mk0o1pRo83tzOWj8fYfnmOpxCuz5n2p_MrW6mppZGlk/edit?usp=sharing","2018 縣市長","中國國民黨","*",23
"284","臺北市","丁守中",33642468,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報87筆。總金額為33642468元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1DxC2BF5w0aZ1T1lf94v1CcuaEakNhhsNXRFTgaSsb1M/edit?usp=sharing","2018 縣市長","中國國民黨",NA,11
"285","臺北市","柯文哲",7013540,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報19筆。總金額為7013540元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1GwqiZL1v0K3xOiiChsAfmMGF6RavN7LhdYB364smlDM/edit?usp=sharing","2018 縣市長","無黨籍及未經政黨推薦","*",1
"286","臺北市","陳錦祥",1286527,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為1286527元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1feR5OiMWwTtjQXxETIXuGrZp89fK5m2K5NcebBx83W4/edit?usp=sharing","2018 議員","中國國民黨","*",11
"287","臺北市","陳怡君",379288,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為379288元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1H3ObOI2OmosJ-tOO0gpyXMWA39P-45gzw5Y0oBCwyq0/edit?usp=sharing","2018 議員","民主進步黨","*",6
"288","臺北市","陳永德",1163664,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報9筆。總金額為1163664元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1O0hQJRd_i9g0__wSYztfP4f9ehDR-SY46Ppbp-c874c/edit?usp=sharing","2018 議員","中國國民黨","*",18
"289","臺北市","耿葳",2432645,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報17筆。總金額為2432645元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1sTWV2kjbgkY58ckBY207X7eHYYdw1OBQ6M9xAtI_yGw/edit?usp=sharing","2018 議員","中國國民黨","*",5
"290","臺北市","郭昭巖",1781870,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報31筆。總金額為1781870元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1kp9E3Rq_iBnp-wK2abZy0J_muzlu96Nrvj7Tgbr-E_o/edit?usp=sharing","2018 議員","中國國民黨","*",2
"291","臺北市","黃德北",730905,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報8筆。總金額為730905元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1qF8B35BWBk6Gc6Vk6816ym9Wkc3K3D0WOeXX-I1HwQk/edit?usp=sharing","2018 議員","左翼聯盟",NA,3
"292","臺北市","歐陽龍",897059,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為897059元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1M7kulNrW5jxPfdOOiBot9vVuqMdE4oK047EKlKH3Lqk/edit?usp=sharing","2018 議員","中國國民黨",NA,7
"293","臺北市","蘇恆",61754,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報12筆。總金額為61754元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/19A3cnEyq4ws2XH2LSRGQTonlR_Bo5_Hn1xPDEgE_VKM/edit?usp=sharing","2018 議員","新黨",NA,1
"294","臺北市","徐巧芯",275225,"宣傳支出中，未明確標示廣告看板支出細項，「廣告費」、「製作」或「刊登宣傳廣告支出」共申報8筆。總金額為275225元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1i_xa0z_iu1y16dmSKheIhwglAhoetWPFO1smMuBRgdw/edit?usp=sharing","2018 議員","中國國民黨","*",24
"295","臺北市","許家蓓",2805580,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報24筆。總金額為2805580元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1-zqSSsp1o-8G1yOh6B2_lu478S4b2Sp1aKmvszsFTKw/edit?usp=sharing","2018 議員","民主進步黨","*",12
"296","臺北市","葉海瑞",400184,"宣傳支出中，有標示廣告看板支出細項，共申報6筆。總金額為400184元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/10lsMMri4Y4ESDZKLlRROVN3rHGH-Gxj29XFiXs4288U/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦",NA,1
"297","臺北市","游藝",2662,"宣傳支出中，有標示廣告看板支出細項，共申報2筆。總金額為2662元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1e-HqIjiFnvowIb3C7bH_V58giqK64trBsSuX4HPvTeA/edit?usp=sharing","2018 議員","社會民主黨",NA,4
"298","臺北市","張茂楠",2083925,"宣傳支出中，未明確標示廣告看板支出細項，「廣告費」相關共申報9筆。總金額為2083925元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1ZeG_KTiHyjoqgzli96JTqZaO4u2ZpRNY_nHtw2ZWJr8/edit?usp=sharing","2018 議員","民主進步黨","*",19
"299","臺南市","陳秋萍",0,"宣傳支出中，有標示廣告看板支出細項，共申報0筆。僅有一筆為「廣告舉板、廣告專用車貼、廣告木箱專用帆布」。0元，。","https://docs.google.com/spreadsheets/d/1JftmoREUp06AIgSUbEumg1ljfiXXRyUw-wj4NV-YxnQ/edit?usp=sharing","2018 議員","民主進步黨","*",3
"300","臺南市","陳世霖",361228,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報10筆。總金額為361228元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1TN_4vqC8WkHg-d8Zzfdrouh0nd5Tv-PIU6URG-6qhfo/edit?usp=sharing","2018 議員","民主進步黨",NA,4
"301","臺南市","陳怡珍",2323250,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報3筆。總金額為2323250元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1x2iruK_IE77qJgba6jsh9lX7tYC5Kjy1-ZG6K7zFKMc/edit?usp=sharing","2018 議員","民主進步黨","*",3
"302","臺南市","林信全",180000,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報2筆。總金額為180000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1Wy37_W8yrtkO97IQCI1U3GMoJA1xwAetueJFMAEQY8s/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦",NA,2
"303","臺南市","林燕祝",422775,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報6筆。總金額為422775元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1qqD2Hx7QMM6S4fQdQzdq6p-6cL02oGNFsA16Ne0Wi30/edit?usp=sharing","2018 議員","中國國民黨","*",1
"304","臺南市","林阳乙",104500,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報12筆。總金額為104500元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1VpU4M_m2XRrLiDzOtWPcH8vanK0VeVERw9SKVXjzONA/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",1
"305","臺南市","林志展",45000,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為45000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1PZLT8XNRjaE_RllmfxUcvQC7-w4wRKR14-jnwlJMz6g/edit?usp=sharing","2018 議員","民主進步黨","*",14
"306","臺南市","呂維胤",1447377,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報18筆。總金額為1447377元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1KqCIqTngE_CbL9SHbAeK7dgG373z_WOCu_ACNqP7N2A/edit?usp=sharing","2018 議員","民主進步黨","*",1
"307","臺南市","王姬方",32450,"宣傳支出中，未明確標示廣告看板支出細項，「播送、傳送或刊登宣傳廣告支出」共申報1筆。總金額為32450元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1Ig-kVdwpL_e6CIRpGHELUQ58hh9IN_GsaCIDYdxEo10/edit?usp=sharing","2018 議員","基進黨",NA,1
"308","臺中市","陳淑華",1442500,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報14筆。總金額為1442500元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1_Y2vxurvP-GJUpEjmdhPkrhahgpFWASpjgmAs8uGYcY/edit?usp=sharing","2018 議員","民主進步黨","*",1
"309","臺中市","賴義鍠",665000,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報16筆。總金額為665000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1j3ytYg5rjlr2189AcaGtUaF7KzLGTlMUTml14WPQQMs/edit?usp=sharing","2018 議員","中國國民黨","*",2
"310","臺中市","李榮鴻",2113710,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報38筆。總金額為2113710元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1At4ebYM3_SVMXhQROqUwr04Qa6cR1_ah9L7m4gu_EcA/edit?usp=sharing","2018 議員","中國國民黨","*",1
"311","臺中市","李順涼",209489,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報12筆。總金額為209489元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1xSQM5ds5fb5Hyl4e3gM9RMdnHQ8tSGmVo2LK7aX9WV4/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦",NA,2
"312","臺中市","蘇柏興",2126397,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報19筆。總金額為2126397元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1Pw4rzapJMvBmGznWst7gj9yKKo0_ocXGbCQBWoZZF4A/edit?usp=sharing","2018 議員","中國國民黨","*",2
"313","臺中市","許維智",1832676,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報38筆。總金額為1832676元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1yGvB3rJFAcSFZGvRqsodJ38nDiA27a4XfKWk0eZNhdo/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦",NA,1
"314","桃園市","黃景熙",3e+05,"宣傳支出中，未明確標示廣告看板支出細項，「播送、傳送或刊登宣傳廣告支出」共申報1筆。總金額為300000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1wLrUP4T3seQs-cN2doHrrXyCz_GlS9XwcMx6upOnKuQ/edit?usp=sharing","2018 議員","民主進步黨","*",1
"315","桃園市","李柏瑟",140039,"宣傳支出中，有標示廣告看板支出細項，共申報4筆。總金額為140039元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1SqRnt23aIPCDxYhR9DcqmJT7DvQ6jDVave916QGjJCc/edit?usp=sharing","2018 議員","民主進步黨",NA,1
"316","桃園市","李光達",1189050,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報14筆。總金額為1189050元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1AQ7h8YOCwEn_fsoeO6ZWqsjv5NGIk0RXs-yf6cxD6GI/edit?usp=sharing","2018 議員","民主進步黨","*",2
"317","桃園市","李雲強",9320,"宣傳支出中，未明確標示廣告看板支出細項，「播送、傳送或刊登宣傳廣告支出」共申報12筆。總金額為9320元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1VWd4W-xLpAv04QdZ5ZTRBLwEHBbCTOVywRcYx2U2rWU/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦",NA,1
"318","桃園市","劉曾玉春",2e+05,"宣傳支出中，未申報看板相關支出200000元，。",NA,"2018 議員","無黨籍及未經政黨推薦","*",1
"319","桃園市","魯明哲",731000,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為731000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1kWxzZrDBINrsyipDdNZWb6tcdnt9696KJP2JKdCJsas/edit?usp=sharing","2018 議員","中國國民黨","*",4
"320","桃園市","聶哲淵",8662,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報9筆。總金額為8662元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1FhGpyzS8dCxMvDyVcVLv3af1FpbNBsM1zmrHNM3NDbw/edit?usp=sharing","2018 議員","中國國民黨",NA,2
"321","桃園市","牛煦庭",4000,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報1筆。總金額為4000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1ww5vqLmS7Djw9tGa713sOk4U44pUQSnGhgcWzOBOyCE/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",1
"322","桃園市","彭俊豪",12000,"宣傳支出中，未申報看板相關支出。共申報2筆。總金額為12000元，未區分單塊看板明細。",NA,"2018 議員","民主進步黨","*",3
"323","桃園市","蘇家明",1622256,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報34筆。總金額為1622256元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1ccnUlwdSyzXvjLX4C4fqL5U7IdaLfbHvr1UyHcXz0RU/edit?usp=sharing","2018 議員","中國國民黨","*",1
"324","桃園市","謝美英",39480,"宣傳支出中，未明確標示廣告看板支出細項，「宣傳廣告支出」共申報7筆。總金額為39480元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/19v4FmEr3G8IF5YMMYXFHoO8dk_W0-LzJEL_kHl5Pwck/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",3
"325","桃園市","謝彰文",264700,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報2筆。總金額為264700元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1xev8Hk1pSQOnk-qH7QZV8cJTK7JXJzIBbG5cUhmCdE8/edit?usp=sharing","2018 議員","中國國民黨",NA,1
"326","桃園市","徐景文",933950,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報12筆。總金額為933950元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1gSI7f2toI3Otiml5xf7-rE4q68BQXPhO7uTJlxsZ-7E/edit?usp=sharing","2018 議員","民主進步黨","*",1
"327","桃園市","葉明月",472000,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」相關共申報8筆。總金額為472000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1KYKjpV5QY58CmD618ZLnuCMkWPiwBksOINuchJaJfTE/edit?usp=sharing","2018 議員","中國國民黨",NA,1
"328","桃園市","張曉昀",61700,"宣傳支出中，有標示廣告看板支出細項，共申報4筆。總金額為61700元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/14BYN0_cEei-QHyJ46_2CZTrQmM1nJKb6eTGCpC672-8/edit?usp=sharing","2018 議員","民主進步黨",NA,2
"329","桃園市","張運炳",871104,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報7筆。總金額為871104元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/13JHqh0N82f6ZV_I04T81bsRD22wnBfOImbcG_SyZc0k/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",1
"330","新北市","白珮茹",739950,"宣傳支出中，未明確標示廣告看板支出細項，「播送、傳送或刊登宣傳廣告支出」相關共申報5筆。總金額為739950元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1EnkE4fHUsr1Qqx5waDsLObFYv78kuAx5bko0YQwHU1o/edit?usp=sharing","2018 議員","中國國民黨","*",2
"331","新北市","蔡錦賢",2281076,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」相關共申報13筆。總金額為2281076元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1DxLy5_cskivDnYQlqP2BDdi0i_eEvetpiL0Dk3S4qKg/edit?usp=sharing","2018 議員","無黨團結聯盟","*",1
"332","新北市","蔡明璋",152262,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報17筆。總金額為152262元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1i4qvFiZG6PaHVnhkk4dVeBPfgVk6_oLW1KFXebLKOkA/edit?usp=sharing","2018 議員","新黨",NA,1
"333","新北市","曾煥嘉",523250,"宣傳支出中，未明確標示廣告看板支出細項，「帆布點位租金」相關共申報2筆。總金額為523250元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1g-8Kxqk9MaurchJ29njVLFM39gDV6fvV0cAN9dtjIR4/edit?usp=sharing","2018 議員","中國國民黨","*",13
"334","新北市","陳科名",2752937,"宣傳支出中，未明確標示廣告看板支出細項，「廣告製作」及「廣告工程」共申報3筆。總金額為2752937元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1G7Fbr2XPH2Gw84S-Q1QRvRWAXElRkHcw73hgqaks0mY/edit?usp=sharing","2018 議員","民主進步黨","*",2
"335","新北市","陳啟能",106179,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報3筆。總金額為106179元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1jYSs1aVOydv3zqwTB42I47oIN2ChQKW-sGqU5m8lQwQ/edit?usp=sharing","2018 議員","民主進步黨","*",5
"336","新北市","陳永福",2065998,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報15筆。總金額為2065998元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1_yGBDGY1h3RPnz71l0eJH7xOuU3kM8yxNS_b5uTL-cg/edit?usp=sharing","2018 議員","民主進步黨","*",3
"337","新北市","黃永昌",779000,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報1筆。總金額為779000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1roei78KyDZkqFcyHNQh2Xp8dquc4DytoXoW0QEe6dog/edit?usp=sharing","2018 議員","中國國民黨","*",5
"338","新北市","蔣根煌",1807329,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報9筆。總金額為1807329元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1nyQ1oy9FQwT1hGs0uC2IajLrqg_llbv-nzF_u_6-ClY/edit?usp=sharing","2018 議員","中國國民黨","*",1
"339","新北市","李翁月娥",380000,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報7筆。總金額為380000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1LrC6LJF1MlmkDWPzG4WWMmX8b8f2vQA9pLJNOCMN2Ys/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",1
"340","新北市","廖筱清",747781,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報11筆。總金額為747781元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1cMOT074Ekx3U5Ut9_mo3wVmnEoTruCVnJI5J26TWMxM/edit?usp=sharing","2018 議員","民主進步黨",NA,3
"341","新北市","林國春",547236,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報8筆。總金額為547236元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1VeSSiHbRawtp5M8WsCmn27Tgzr-AUJI6O0s5c4otZ4s/edit?usp=sharing","2018 議員","中國國民黨","*",16
"342","新北市","林秀惠",935273,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報5筆。總金額為935273元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1yRUu4lQN5rMqUBuy1C4bafzIMmJzQGb1jqfMUkC9fTs/edit?usp=sharing","2018 議員","民主進步黨",NA,1
"343","新北市","林永鴻",327000,"宣傳支出中，未明確標示廣告看板支出細項，「播送、傳送或刊登宣傳廣告支出」共申報1筆。總金額為327000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1aOKojEu0PkxiboqH_JB7I0npfHvNAX-4C0FOGysnbnk/edit?usp=sharing","2018 議員","民主進步黨",NA,5
"344","新北市","彭成龍",1689753,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報4筆。總金額為1689753元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1ur90JyMy9bwcLEoRL3EEbx1LdJi4m8DWk4zJEXAo_ts/edit?usp=sharing","2018 議員","民主進步黨","*",2
"345","新北市","宋明宗",265345,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報2筆。總金額為265345元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1rO-WF5zy_Bk-g1XgVAldiBLpW863DdTeTPD6PwBJXpA/edit?usp=sharing","2018 議員","中國國民黨","*",7
"346","新北市","唐瓔庭",438671,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報4筆。總金額為438671元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1Sd7dBO-0odjc7wdAQBozl-AuJ_X5JfausTkKnGgYlTo/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦",NA,6
"347","新北市","王威元",228394,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報4筆。總金額為228394元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1SELy5QauQANJ4ZCjP6EFMk9S48c3-e7LRePptuKu5EE/edit?usp=sharing","2018 議員","中國國民黨","*",6
