商業名稱,商業所在地,資本額,設立年度,設立日期,地址一,地址二,狀態
持守描身商行,臺北市大安區仁愛路4段151巷11號1樓,2e+05,105,105/05/13,305688.135,2770191.902,setup
森之屋行,臺北市大安區仁愛路4段300巷26弄29號,50000,105,105/05/17,305824.091,2769883.334,setup
山酒食店,臺北市大安區仁愛路4段345巷15弄2號1樓,2e+05,105,105/05/19,305921.76,2770195.725,setup
京讚堂茶飲,臺北市大安區仁愛路4段230號1樓,1e+05,105,105/05/20,305720.417,2770045.671,setup
富薡仁愛咖啡館,臺北市大安區仁愛路4段389-3號,240000,105,105/05/27,306025.115,2770125.017,setup
榜眼小吃店,臺北市大安區仁愛路4段112巷3弄4號,240000,105,105/06/23,305491.14,2769996.02,setup
小熊日日商行,臺北市信義區仁愛路4段496巷15號1樓,1e+05,105,105/07/06,306552.087,2769938.913,setup
宜讚商行,臺北市大安區仁愛路4段122巷6號,2e+05,105,105/07/15,305523.588,2769978.742,setup
誠實小吃店,臺北市大安區仁愛路4段381號1樓,1e+05,105,105/07/22,306012.59,2770137.873,setup
桔熙工作室,臺北市大安區仁愛路4段345巷15弄1號,240000,105,105/08/01,305916.449,2770214.41,setup
棐穡髮廊,臺北市信義區仁愛路4段436號1樓,2e+05,105,105/08/05,306346.009,2770029.519,setup
辰龍修鞋店,臺北市大安區仁愛路4段48巷17號,1e+05,105,105/08/29,305210.906,2769954.56,setup
晴天生活商行,臺北市大安區仁愛路4段91巷13號1樓,1e+05,105,105/08/30,305242.883,2770168.669,setup
山田天婦羅日本料理,臺北市信義區仁愛路4段504號1樓,2e+05,105,105/09/14,306605.786,2770023.448,setup
巧哚洋房餐飲坊,臺北市大安區仁愛路4段345巷5弄17號1樓,2e+05,105,105/11/28,305989.03,2770160.577,setup
賽博坦一號企業社,臺北市大安區仁愛路4段345巷15弄1號1樓,1e+05,105,105/12/16,305916.449,2770214.41,setup
展峻小吃店,臺北市大安區仁愛路4段300巷19弄2號,60000,106,106/01/23,305962.654,2769895.616,setup
一級鮮果商行,臺北市大安區仁愛路4段408號,120000,106,106/02/09,306191.315,2770037.026,setup
幸又商行,臺北市大安區仁愛路4段345巷15弄15號,2e+05,106,106/02/24,305947.264,2770210.072,setup
麒麟鹿工作室,臺北市大安區仁愛路4段427之1號1樓,2e+05,106,106/03/06,306159.545,2770101.485,setup
豐瑞實業社,臺北市大安區仁愛路4段300巷29號1樓,2e+05,106,106/03/21,305957.91,2769835.832,setup
動物園咖啡館,臺北市大安區仁愛路4段345巷5弄15號,2e+05,106,106/04/26,305973.229,2770160.749,setup
安內咖啡烘培店,臺北市信義區仁愛路4段502號1樓,10000,106,106/05/02,306584.886,2770024.548,setup
扛八子早餐店,臺北市信義區仁愛路4段452巷22號1樓,50000,106,106/05/04,306421.481,2769946.687,setup
樂而康醫材行,臺北市大安區仁愛路4段266巷15弄16號,2e+05,106,106/07/07,305892.254,2769939.527,setup
蘇菲服飾,臺北市大安區仁愛路4段151巷11號,50000,106,106/07/14,305688.135,2770191.902,setup
辛麻吉小吃行,臺北市大安區仁愛路4段48巷9號1樓,2e+05,106,106/07/19,305211.951,2769999.42,setup
沅軒行,臺北市大安區仁愛路4段48巷19之1號1樓,10000,106,106/08/02,305210.705,2769939.893,setup
茴湘館食品行,臺北市大安區仁愛路4段379號,2e+05,106,106/09/04,306008.754,2770138.534,setup
小豬豆乳坊,臺北市大安區仁愛路4段300巷11號,10000,106,106/09/13,305961.647,2769987.329,setup
港之味廚房,臺北市大安區仁愛路4段112巷3弄4號,1e+05,106,106/09/22,305491.14,2769996.02,setup
樂日鮮自助餐,臺北市大安區仁愛路4段8巷16號,2e+05,106,106/11/13,304924.387,2770016.887,setup
合瑞商行,臺北市大安區仁愛路4段27巷26號,2e+05,106,106/11/27,305006.802,2770372.09,setup
沐沐寵物美學創藝坊,臺北市大安區仁愛路4段122巷50號1樓,1e+05,106,106/12/21,305518.089,2769704.279,setup
桑尼寵物美坊,臺北市大安區仁愛路4段48巷30號,2e+05,107,107/01/03,305197.341,2769907.631,setup
喬治匯客冷飲店,臺北市大安區仁愛路4段48巷5號,30000,107,107/01/03,305211.95,2770023.718,setup
精美早餐店,臺北市大安區仁愛路4段48巷5號,2e+05,107,107/01/05,305211.95,2770023.718,setup
昇倫精品行,臺北市大安區仁愛路4段133號,2e+05,107,107/01/15,305570.375,2770111.53,setup
饗盛餐飲店,臺北市大安區仁愛路4段122巷60號,2e+05,107,107/02/23,305514.069,2769639.946,setup
老朋友商行,臺北市大安區仁愛路4段345巷4弄12號1樓,2e+05,107,107/03/29,305847.846,2770195.666,setup
畝士茶堂,臺北市大安區仁愛路4段389之2號,2e+05,107,107/03/29,306025.031,2770119.583,setup
三肥咖啡店,臺北市大安區仁愛路4段345巷15弄15號,2e+05,107,107/04/03,305947.264,2770210.072,setup
築藏小吃店,臺北市大安區仁愛路4段345巷15弄2號1樓,240000,107,107/04/20,305921.76,2770195.725,setup
初見天麥烘焙坊,臺北市大安區仁愛路4段300巷15號,2e+05,107,107/05/23,305956.586,2769959.448,setup
爸爸笑特色燒肉店,臺北市大安區仁愛路4段48巷5號(第二層),2e+05,107,107/06/07,305211.95,2770023.718,setup
聚鑫商行,臺北市大安區仁愛路4段379號,2e+05,107,107/06/07,306008.754,2770138.534,setup
居陶商行,臺北市大安區仁愛路4段300巷19弄6號,2e+05,107,107/08/21,305978.278,2769895.369,setup
雙陳會麵食館,臺北市大安區仁愛路4段417之1號,2e+05,107,107/10/17,306131.711,2770101.89,setup
集結號早餐店,臺北市大安區仁愛路4段345巷2弄15號1樓,2e+05,107,107/10/23,305821.897,2770166.984,setup
喜相逢彩券行,臺北市大安區仁愛路4段48巷30號,1e+05,107,107/11/14,305197.341,2769907.631,setup
鈷藍咖啡,臺北市信義區仁愛路4段502號1樓,1e+05,107,107/11/30,306584.886,2770024.548,setup
大昌小吃店,臺北市大安區仁愛路4段122巷60號,2e+05,107,107/12/18,305514.069,2769639.946,setup
紅鄉商號,臺北市大安區仁愛路4段266巷15弄20號,1e+05,108,108/01/07,305914.893,2769939.251,setup
風曜咖啡坊,臺北市大安區仁愛路4段48巷19之1號1樓,2e+05,108,108/01/15,305210.705,2769939.893,setup
呈伊精品服飾店,臺北市大安區仁愛路4段48巷5號,2e+05,108,108/01/16,305211.95,2770023.718,setup
聿富國際商行,臺北市大安區仁愛路4段300巷26弄31號,2e+05,108,108/01/24,305821.293,2769886.873,setup
以馬內利早午餐店,臺北市大安區仁愛路4段48巷5號,1e+05,108,108/01/29,305211.95,2770023.718,setup
艾亞服飾企業社,臺北市大安區仁愛路4段300巷32弄1號1樓,1e+05,108,108/02/20,305936.897,2769823.792,setup
金古椎精品店,臺北市大安區大安路1段51巷24號,2e+05,101,101/01/03,305208.094,2770653.905,setup
冰淇淋服飾店,臺北市大安區大安路1段31巷27號,2e+05,101,101/01/18,305234.501,2770773.793,setup
依澤飲料行,臺北市大安區大安路1段51巷21號,2e+05,101,101/02/15,305206.379,2770675.531,setup
吉安行,臺北市大安區大安路1段51巷21號,2e+05,101,101/02/01,305206.379,2770675.531,setup
吉米串燒屋,臺北市松山區大安路1段52巷25號,5e+05,101,101/02/17,NA,NA,setup
自由空間工作坊,臺北市大安區大安路1段83巷4號,120000,101,101/03/12,305138.109,2770417.285,setup
品諾珠寶坊,臺北市大安區大安路1段143號,2e+05,101,101/04/19,305113.35,2770147.957,setup
比崎餐廳,臺北市大安區大安路1段51巷22號,2e+06,101,101/04/30,305200.093,2770654.005,setup
鼎旺小吃店,臺北市大安區大安路1段251號1樓,2e+05,101,101/04/23,305107.543,2769615.385,setup
瑞比德屋,臺北市大安區大安路1段31巷42號1樓,2e+05,101,101/05/02,305245.931,2770752.191,setup
啡比尋茶咖啡店,臺北市大安區大安路1段83巷14號,2e+05,101,101/05/15,305197.825,2770420.502,setup
諾貝爾企業社,臺北市大安區大安路1段42號,2e+05,101,101/05/15,305107.241,2770710.996,setup
漢娜艾克服飾店,臺北市大安區大安路1段51巷17號,1e+05,101,101/05/18,305188.107,2770675.593,setup
阿爾發服飾店,臺北市大安區大安路1段47號1樓,2e+05,101,101/05/28,305123.724,2770682.662,setup
億家商行,臺北市大安區大安路1段31巷3號,2e+05,101,101/06/08,305134.982,2770773.655,setup
知味房小吃店,臺北市大安區大安路1段52巷21號,1e+05,101,101/06/26,305006.273,2770677.882,setup
萊兒造型工作坊,臺北市大安區大安路1段84巷8號,220000,101,101/07/11,305053.185,2770421.614,setup
易牙妙手食堂,臺北市大安區大安路1段75巷11號,150000,101,101/08/10,305175.83,2770574.572,setup
艾思柏美甲店,臺北市大安區大安路1段47號1樓,2e+05,101,101/08/28,305123.724,2770682.662,setup
惠比時尚精品行,臺北市大安區大安路1段21號1樓,88000,101,101/09/12,305128.627,2770804.813,setup
零捌貳壹服飾店,臺北市大安區大安路1段52巷25號,2e+05,101,101/09/26,304987.027,2770678.014,setup
鴻聲商行,臺北市大安區大安路1段19巷20號,2e+05,101,101/10/01,305213.165,2770801.888,setup
金田百貨行,臺北市大安區大安路1段9號,10000,101,101/10/04,305126.421,2770841.446,setup
易達商行,臺北市大安區大安路1段52巷19號,45000,101,101/10/17,305015.148,2770677.822,setup
風巢餐飲館,臺北市大安區大安路1段31巷52號,2e+05,101,101/10/23,305289.883,2770751.38,setup
紫安衣館,臺北市大安區大安路1段51巷21號,5000,101,101/11/14,305206.379,2770675.531,setup
葛斯納髮型工作坊,臺北市大安區大安路1段51巷12號,1e+05,101,101/11/27,305157.373,2770654.491,setup
沛喬精品店,臺北市大安區大安路1段51巷49號,2e+05,101,101/12/12,305298.179,2770673.692,setup
豪麗服飾精品店,臺北市大安區大安路1段51巷4號,240000,101,101/12/14,305134.165,2770654.839,setup
露露兒工作室,臺北市大安區大安路1段31巷24號,1e+05,101,101/12/17,305213.409,2770750.604,setup
莫莉里安尼精品店,臺北市大安區大安路1段53號,2e+05,101,101/12/21,305123.453,2770650.458,setup
尚恆企業社,臺北市大安區大安路1段197號,2e+05,101,101/12/25,305107.36,2769823.455,setup
禾樂商店,臺北市大安區大安路1段19巷16號,450000,102,102/01/11,305188.365,2770799.211,setup
白兔服飾行,臺北市大安區大安路1段73號地下,2e+05,102,102/01/24,305125.89,2770568.21,setup
晨翔水電工程行,臺北市大安區大安路1段96巷3號,5e+05,102,102/01/30,305078.317,2770389.538,setup
茶咖趣飲料店,臺北市大安區大安路1段51巷21號,2e+05,102,102/01/30,305206.379,2770675.531,setup
愛享科技商行,臺北市大安區大安路1段51巷18號,2e+05,102,102/01/31,305181.828,2770654.236,setup
艾麗絲精品店,臺北市大安區大安路1段63號,2e+05,102,102/01/31,305122.971,2770605.674,setup
君汝好商行,臺北市大安區大安路1段51巷33號,2e+05,102,102/02/20,305258.219,2770674.274,setup
愛孩子商行,臺北市大安區大安路1段51巷21號,1e+05,102,102/03/01,305206.379,2770675.531,setup
依平方商行,臺北市大安區大安路1段31巷38號,1e+05,102,102/03/08,305229.659,2770752.489,setup
我的飾精品行,臺北市大安區大安路1段31巷38號,2e+05,102,102/03/08,305229.659,2770752.489,setup
真楢味小吃店,臺北市大安區大安路1段51巷30號,50000,102,102/03/18,305235.096,2770651.098,setup
汕水工茶行,臺北市大安區大安路1段223號(1樓),60000,102,102/04/02,305107.099,2769727.455,setup
包仔的店,臺北市大安區大安路1段223號,10000,102,102/05/08,305107.099,2769727.455,setup
和格飲料店,臺北市大安區大安路1段41號,1e+05,102,102/05/23,305123.621,2770734.203,setup
福爺英式茶飲店,臺北市大安區大安路1段210號,2e+05,102,102/05/31,305088.181,2769721.453,setup
吉比利服飾店,臺北市大安區大安路1段51巷24號,1e+05,102,102/06/03,305208.094,2770653.905,setup
美好企業社,臺北市大安區大安路1段51巷17號,2e+05,102,102/06/28,305188.107,2770675.593,setup
上海白宮男女美容院,臺北市大安區大安路1段51巷40號,2000,102,102/07/26,305269.348,2770651.099,setup
小蒂的衣櫃精品店,臺北市大安區大安路1段31巷5號,150000,102,102/07/03,305143.26,2770773.511,setup
佐久間商行,臺北市大安區大安路1段31巷19號1樓,2e+05,102,102/07/17,305209.211,2770773.326,setup
樂鯈鯈小吃店,臺北市大安區大安路1段192號1樓,1e+05,102,102/08/14,305086.434,2769839.891,setup
琇客樂餐廳,臺北市大安區大安路1段75巷9號,2e+05,102,102/09/26,305172.117,2770574.561,setup
寶發彩券行,臺北市大安區大安路1段234號,2e+05,102,102/10/03,305084.996,2769633.417,setup
金福旺商行,臺北市大安區大安路1段73號,1e+05,102,102/11/25,305125.89,2770568.21,setup
洪楹企業社,臺北市大安區大安路1段31巷38號(1樓),238000,102,102/11/25,305229.659,2770752.489,setup
棠璽精品名店,臺北市大安區大安路1段202號,2e+05,102,102/11/29,305088.113,2769759.022,setup
炙氣小吃店,臺北市大安區大安路1段31巷20號,2e+05,102,102/11/29,305211.203,2770754.174,setup
安霆企業社,臺北市大安區大安路1段51巷30號,250000,102,102/12/02,305235.096,2770651.098,setup
金百億彩券行,臺北市大安區大安路1段234號,50000,102,102/12/05,305084.996,2769633.417,setup
唐暄容服飾店,臺北市大安區大安路1段31巷26號200000　獨資,NA,102,102/12/16,305213.398,2770748.409,setup
米希行,臺北市大安區大安路1段31巷50號,2e+05,103,103/03/24,305282.754,2770751.512,setup
華星貿易行,臺北市大安區大安路1段96巷11號1樓,2e+05,103,103/03/28,305044.645,2770398.265,setup
條窩窩花果冰店,臺北市大安區大安路1段51巷41號,2e+05,103,103/05/08,305271.904,2770674.076,setup
蒔宇餐坊,臺北市大安區大安路1段147號地下(1樓),2e+05,103,103/05/16,305113.352,2770123.791,setup
大安小吃店,臺北市大安區大安路1段臨28號,2e+05,103,103/06/05,305105.019,2770729.736,setup
鹿兒商行,臺北市大安區大安路1段51巷37號,1e+05,103,103/06/16,305267.343,2770674.142,setup
朵薇精品工作室,臺北市大安區大安路1段196巷2號,1e+05,103,103/06/20,305071.396,2769808.035,setup
法漾小吃店,臺北市大安區大安路1段211號,210000,103,103/07/03,305106.893,2769763.958,setup
帝饕商行,臺北市大安區大安路1段172號,50000,103,103/07/15,305088.978,2769936.28,setup
騎士維克餐飲企業社,臺北市大安區大安路1段31巷31號,2e+05,103,103/07/25,305253.625,2770773.35,setup
卡菲米朗坊,臺北市大安區大安路1段175巷11號1樓,2e+05,103,103/09/29,305187.847,2769932.617,setup
安珀瑪克斯服飾行,臺北市大安區大安路1段31巷19號,2e+05,103,103/10/08,305209.211,2770773.326,setup
發現美髮型沙龍工作坊,臺北市大安區大安路1段31巷54號1樓,230000,103,103/10/28,305298.448,2770751.222,setup
娘子韓食館,臺北市大安區大安路1段19巷20號,2e+05,103,103/11/12,305213.165,2770801.888,setup
淘飲企業社,臺北市大安區大安路1段223號1樓,60000,103,103/12/12,305107.099,2769727.455,setup
滿分小吃店,臺北市大安區大安路1段19巷19號1樓,2e+05,104,104/04/08,305206.336,2770821.352,setup
德永商行,臺北市大安區大安路1段31巷29號1樓,1e+05,104,104/04/14,305244.215,2770773.568,setup
伊食尚點美食坊,臺北市大安區大安路1段176巷10號,2e+05,104,104/04/22,305021.182,2769917.518,setup
尖沙嘴燒臘,臺北市大安區大安路1段52巷22號,80000,104,104/05/11,305010.197,2770646.331,setup
風鈴草企業社,臺北市大安區大安路1段51巷49號,2e+05,104,104/05/08,305298.179,2770673.692,setup
從鮮開始蔬果站,臺北市大安區大安路1段16巷5號,50000,104,104/05/20,305086.634,2770784.025,setup
阿諾斯黛爾精品服飾店,臺北市大安區大安路1段53號,1e+05,104,104/05/22,305123.453,2770650.458,setup
祝福田冰菓店,臺北市大安區大安路1段210號,1e+05,104,104/05/26,305088.181,2769721.453,setup
懷德佳商行,臺北市大安區大安路1段31巷37號,2e+05,104,104/05/26,305281.313,2770772.707,setup
瑪莉酥工作室,臺北市大安區大安路1段19巷20號,2e+05,104,104/06/12,305213.165,2770801.888,setup
巽得飲料商行,臺北市大安區大安路1段232號1樓,1e+05,104,104/07/28,305085.277,2769637.376,setup
孟萱精品坊,臺北市大安區大安路1段51巷23號1樓,2e+05,104,104/07/02,305226.814,2770674.728,setup
亿彩服飾精品店,臺北市大安區大安路1段31巷2號,2e+05,104,104/07/08,305137.844,2770755.092,setup
小時侯冰菓室,臺北市大安區大安路1段51巷41號,1e+05,104,104/07/08,305271.904,2770674.076,setup
莫斯咖啡商行,臺北市大安區大安路1段16巷4號,1e+06,104,104/07/21,305097.256,2770797.754,setup
珮凱服飾商行,臺北市大安區大安路1段53號,1e+05,104,104/07/22,305123.453,2770650.458,setup
來吧造型工作室,臺北市大安區大安路1段84巷8號1樓,2e+05,104,104/07/23,305053.185,2770421.614,setup
函萱私房小吃店,臺北市大安區大安路1段19巷3號1樓,60000,104,104/07/31,305145.508,2770818.747,setup
心飾力企業社,臺北市大安區大安路1段53號,180000,104,104/08/14,305123.453,2770650.458,setup
依騰工作室,臺北市大安區大安路1段19巷6號,2e+05,104,104/08/20,305142.969,2770801.027,setup
順鑫運動彩券投注站,臺北市大安區大安路1段187號,2e+05,104,104/08/20,305108.39,2769866.211,setup
雙倍七服飾店,臺北市大安區大安路1段31巷38號1樓,1e+05,104,104/08/24,305229.659,2770752.489,setup
吉時精品店,臺北市大安區大安路1段196巷2號,2e+05,104,104/08/24,305071.396,2769808.035,setup
夏茉商行,臺北市大安區大安路1段41號1樓,2e+05,104,104/08/27,305123.621,2770734.203,setup
黃家和味燒臘小吃店,臺北市大安區大安路1段52巷22號1樓,1e+05,104,104/08/24,305010.197,2770646.331,setup
風迅服飾店,臺北市大安區大安路1段31巷5號,2e+05,104,104/09/08,305143.26,2770773.511,setup
瑞桐兒精品服飾店,臺北市大安區大安路1段63號,80000,104,104/09/04,305122.971,2770605.674,setup
匯灃實業社,臺北市大安區大安路1段51巷7號,2e+05,104,104/09/25,305153.472,2770675.776,setup
總來彩券行,臺北市大安區大安路1段59號,1e+05,104,104/11/03,305123.477,2770634.164,setup
怡舜企業社,臺北市大安區大安路1段51巷50號,2e+05,104,104/11/05,305299.323,2770656.004,setup
愛約企業社,臺北市大安區大安路1段77號地下一樓,248888,104,104/12/02,305126.835,2770531.508,setup
金縈兒服飾坊,臺北市大安區大安路1段51巷9號,2e+05,104,104/12/04,305160.42,2770675.688,setup
吉祥養生坊,臺北市大安區大安路1段51巷7之1號1樓,16888,104,104/12/24,305156.809,2770675.766,setup
木木工作室,臺北市大安區大安路1段51巷24號,50000,105,105/01/04,305208.094,2770653.905,setup
昱大服飾行,臺北市大安區大安路1段63號,2e+05,105,105/01/28,305122.971,2770605.674,setup
美麥製作工作室,臺北市大安區大安路1段157巷6號,250000,105,105/02/26,305144.538,2770003.228,setup
昕盈精品坊,臺北市大安區大安路1段196巷2號,2e+05,105,105/03/04,305071.396,2769808.035,setup
金潮服飾店,臺北市大安區大安路1段31巷22號,10000,105,105/03/18,305213.426,2770753.222,setup
皇廷足養生館,臺北市大安區大安路1段84巷11號,1e+05,105,105/03/21,305037.35,2770438.35,setup
星何服飾行,臺北市大安區大安路1段51巷49號,240000,105,105/03/25,305298.179,2770673.692,setup
緹緁花屋,臺北市大安區大安路1段31巷13號,2e+05,105,105/04/11,305176.09,2770771.16,setup
佐樂壽司堂,臺北市大安區大安路1段192號,1e+05,105,105/04/11,305086.434,2769839.891,setup
米馬服飾店,臺北市大安區大安路1段31巷26號,89000,105,105/04/15,305213.398,2770748.409,setup
寶鍵商行,臺北市大安區大安路1段232號1樓,150000,105,105/04/18,305085.277,2769637.376,setup
那位服飾企業社,臺北市大安區大安路1段42號,2e+05,105,105/04/20,305107.241,2770710.996,setup
綠時尚精品店,臺北市大安區大安路1段51巷23號,2e+05,105,105/05/20,305226.814,2770674.728,setup
三隻牛企業社,臺北市大安區大安路1段31巷5號,1e+05,105,105/06/07,305143.26,2770773.511,setup
偉小品小吃店,臺北市大安區大安路1段19巷8號,240000,105,105/06/08,305153.253,2770800.855,setup
酷克企業社,臺北市大安區大安路1段83巷10號,2e+05,105,105/06/13,305170.185,2770416.365,setup
帕勃企業社,臺北市大安區大安路1段83巷10號,1e+06,105,105/06/28,305170.185,2770416.365,setup
艾蜜莉商行,臺北市大安區大安路1段31巷7號,2e+05,105,105/07/04,305151.251,2770773.373,setup
添色服飾店,臺北市大安區大安路1段31巷26號,88000,105,105/07/04,305213.398,2770748.409,setup
翔雲食品,臺北市大安區大安路1段31巷27號,180000,105,105/07/15,305234.501,2770773.793,setup
天永吉商行,臺北市大安區大安路1段51巷28號,4e+05,105,105/07/19,305227.675,2770651.098,setup
我愛豹豹港式點心屋,臺北市大安區大安路1段63號,2e+05,105,105/08/02,305122.971,2770605.674,setup
歐泫髮型工作室,臺北市大安區大安路1段31巷54號1樓,1e+05,105,105/08/02,305298.448,2770751.222,setup
穎川企業社,臺北市大安區大安路1段22號,2e+05,105,105/08/11,305104.497,2770772.169,setup
青和水果商號,臺北市大安區大安路1段170號1樓,2e+05,105,105/08/19,305089.137,2769950.81,setup
立達企業社,臺北市大安區大安路1段51巷49號,2e+05,105,105/09/26,305298.179,2770673.692,setup
品果蔬果行,臺北市大安區大安路1段212號,2e+05,105,105/10/12,305088.181,2769716.453,setup
春熙太古里美食坊,臺北市大安區大安路1段178號1樓,240000,105,105/10/24,305089.569,2769918.478,setup
衫玖商行,臺北市大安區大安路1段31巷38號,1e+05,105,105/10/25,305229.659,2770752.489,setup
泰芽米飲品坊,臺北市大安區大安路1段31巷26號,2e+05,105,105/10/28,305213.398,2770748.409,setup
捌參企業社,臺北市大安區大安路1段83巷10號,2e+05,105,105/11/24,305170.185,2770416.365,setup
天彤企業社,臺北市大安區大安路1段157巷6號,2e+05,105,105/12/01,305144.538,2770003.228,setup
花生活花店,臺北市大安區大安路1段175巷6號,1e+05,105,105/12/01,305131.996,2769916.275,setup
幾霸分雞排店,臺北市大安區大安路1段22號,2e+05,105,105/12/14,305104.497,2770772.169,setup
黃寶拉工作室,臺北市大安區大安路1段175巷6號,2e+05,105,105/12/15,305131.996,2769916.275,setup
光扉五號咖啡店,臺北市大安區大安路1段31巷5號,2e+05,106,106/01/12,305143.26,2770773.511,setup
夆勗企業社,臺北市大安區大安路1段213號1樓,2e+05,106,106/02/17,305106.47,2769759.714,setup
久大社,臺北市大安區大安路1段175巷10號,88000,106,106/02/21,305154.633,2769915.214,setup
連捷發商行,臺北市大安區大安路1段31巷42號1樓,2e+05,106,106/03/07,305245.931,2770752.191,setup
品安食品坊,臺北市大安區大安路1段51巷9號,2e+05,106,106/03/15,305160.42,2770675.688,setup
迷上咖啡館,臺北市大安區大安路1段176巷11號1樓,2e+05,106,106/03/22,305028.562,2769932.99,setup
谷珈貝製菓店,臺北市大安區大安路1段175巷6號,2e+05,106,106/03/23,305131.996,2769916.275,setup
輕鬆食刻坊,臺北市大安區大安路1段31巷22號,1e+05,106,106/03/31,305213.426,2770753.222,setup
億廊美髮工作室,臺北市大安區大安路1段31巷52號,2e+05,106,106/04/05,305289.883,2770751.38,setup
品咖商行,臺北市大安區大安路1段11號,2e+05,106,106/04/05,305126.503,2770837.998,setup
三一花好商行,臺北市大安區大安路1段84巷22號1樓,2e+05,106,106/04/10,304975.217,2770422.433,setup
茉蒂服飾精品店,臺北市大安區大安路1段196巷2號1樓,2e+05,106,106/04/18,305071.396,2769808.035,setup
美麗洗鞋企業社,臺北市大安區大安路1段31巷27號,20000,106,106/05/09,305234.501,2770773.793,setup
冠冠喵商行,臺北市大安區大安路1段77號地下,2e+05,106,106/05/12,305126.835,2770531.508,setup
比爾史密斯餐飲店,臺北市大安區大安路1段31巷50號,2e+05,106,106/06/09,305282.754,2770751.512,setup
米里服飾精品店,臺北市大安區大安路1段51巷24號,2e+05,106,106/06/12,305208.094,2770653.905,setup
黑流小吃店,臺北市大安區大安路1段19巷5號1樓,120000,106,106/07/19,305151.535,2770818.595,setup
瑞和商行,臺北市大安區大安路1段42號,2e+05,106,106/07/03,305107.241,2770710.996,setup
瑞和商行,臺北市大安區大安路1段42號,2e+05,106,106/07/03,305107.241,2770710.996,setup
元嘉小吃店,臺北市大安區大安路1段8號1樓,1e+05,106,106/07/04,305106.606,2770842.43,setup
果村企業社,臺北市大安區大安路1段51巷21號,180000,106,106/07/26,305206.379,2770675.531,setup
蓁裕商店,臺北市大安區大安路1段51巷50號1樓,10000,106,106/08/02,305299.323,2770656.004,setup
瑪客鋅服飾坊,臺北市大安區大安路1段31巷22號1樓,30000,106,106/08/11,305213.426,2770753.222,setup
泰和豐食品行,臺北市大安區大安路1段172號,30000,106,106/08/14,305088.978,2769936.28,setup
茗譽企業社,臺北市大安區大安路1段12號1樓,2e+05,106,106/09/06,305105.147,2770826.609,setup
軒業商行,臺北市大安區大安路1段31巷2號,2e+05,106,106/10/12,305137.844,2770755.092,setup
良品茶行,臺北市大安區大安路1段22號,2e+05,106,106/10/23,305104.497,2770772.169,setup
肆色工作室,臺北市大安區大安路1段19巷18號1樓,2e+05,106,106/10/27,305200.612,2770798.91,setup
巨才髮型設計名店,臺北市大安區大安路1段83巷8號1樓,1e+05,106,106/11/01,305160.81,2770416.494,setup
古一商行,臺北市大安區大安路1段41號,20000,106,106/11/07,305123.621,2770734.203,setup
銓好爪選物販賣社,臺北市大安區大安路1段230號,50000,106,106/11/09,305085.228,2769642.653,setup
曼儷髪藝,臺北市大安區大安路1段224巷5號1樓,30000,106,106/11/09,305047.119,2769656.111,setup
海石三早餐店,臺北市大安區大安路1段157巷3之1號,1e+05,106,106/11/13,305135.781,2770021.086,setup
琴時尚沙龍彩妝設計,臺北市大安區大安路1段31巷54號,1e+05,106,106/12/18,305298.448,2770751.222,setup
昱安服飾行,臺北市大安區大安路1段49號1樓,2e+05,106,106/12/22,305123.648,2770678.081,setup
班克寵物美容工房,臺北市大安區大安路1段31巷27號,1e+05,107,107/01/05,305234.501,2770773.793,setup
帆成髮型工作室,臺北市大安區大安路1段31巷4號1樓,2e+05,107,107/01/22,305148.414,2770754.96,setup
大川武商行,臺北市大安區大安路1段31巷44號,2e+05,107,107/02/23,305256.769,2770751.99,setup
酷博思髮廊,臺北市大安區大安路1段169巷6號,30000,107,107/02/07,305155.899,2769960.716,setup
多伊斯音樂工作室,臺北市大安區大安路1段31巷39號,2e+05,107,107/03/05,305289.315,2770772.521,setup
瑞和商行,臺北市大安區大安路1段42號,2e+05,107,107/03/05,305107.241,2770710.996,setup
瑞和商行,臺北市大安區大安路1段42號,2e+05,107,107/03/05,305107.241,2770710.996,setup
貳光司義大利麵店,臺北市大安區大安路1段232號1樓,50000,107,107/03/15,305085.277,2769637.376,setup
晨曦造型工作室,臺北市大安區大安路1段84巷8號,2e+05,107,107/03/23,305053.185,2770421.614,setup
水礦小吃店,臺北市大安區大安路1段19巷4號1樓,1e+05,107,107/04/11,305134.314,2770804.855,setup
六點一八商行,臺北市大安區大安路1段71號,50000,107,107/04/16,305123.002,2770580.326,setup
我愛麋鹿工作室,臺北市大安區大安路1段51巷21號,249000,107,107/04/24,305206.379,2770675.531,setup
嘉蓮精品店,臺北市大安區大安路1段51巷50號,2e+05,107,107/05/03,305299.323,2770656.004,setup
瑞妍企業社,臺北市大安區大安路1段83巷6號1樓,1e+05,107,107/06/14,305148.473,2770417.285,setup
柏林園小吃店,臺北市大安區大安路1段201號,2e+05,107,107/06/21,305106.907,2769815.103,setup
大安抓抓族企業社,臺北市大安區大安路1段41號1樓,50000,107,107/06/27,305123.621,2770734.203,setup
滿粥穗粥麵館,臺北市大安區大安路1段11號,2e+05,107,107/07/03,305126.503,2770837.998,setup
寬品小吃店,臺北市大安區大安路1段51巷3號,2e+05,107,107/07/20,305136.16,2770675.771,setup
昆霖的店,臺北市大安區大安路1段51巷37號,2e+05,107,107/07/25,305267.343,2770674.142,setup
